X_axis;Y_axis;R;G;B;Camera;Photo_number;Color
366;810;211;208;177;iPhone 12 Pro;legocolor172.png;White
472;854;195;212;108;iPhone 12 Pro;legocolor172.png;Yellowish Green
517;905;167;177;90;iPhone 12 Pro;legocolor172.png;Yellowish Green
567;1020;191;173;109;iPhone 12 Pro;legocolor172.png;Tan
663;1059;175;155;96;iPhone 12 Pro;legocolor172.png;Tan
721;1130;181;49;28;iPhone 12 Pro;legocolor172.png;Red
774;1171;150;29;20;iPhone 12 Pro;legocolor172.png;Red
907;1015;117;120;113;iPhone 12 Pro;legocolor172.png;Dark Bluish Grey
1030;1061;111;112;106;iPhone 12 Pro;legocolor172.png;Dark Bluish Grey
1150;900;34;36;25;iPhone 12 Pro;legocolor172.png;Black
1256;939;25;26;12;iPhone 12 Pro;legocolor172.png;Black
1220;724;150;151;133;iPhone 12 Pro;legocolor172.png;Light Bluish Grey
1386;761;145;144;123;iPhone 12 Pro;legocolor172.png;Light Bluish Grey
276;320;220;111;6;iPhone 12 Pro;legocolor173.png;Orange
432;373;212;110;10;iPhone 12 Pro;legocolor173.png;Orange
520;211;63;101;120;iPhone 12 Pro;legocolor173.png;Medium Azure
695;321;75;156;201;iPhone 12 Pro;legocolor173.png;Medium Azure
768;342;3;69;127;iPhone 12 Pro;legocolor173.png;Dark Azure
796;414;73;102;132;iPhone 12 Pro;legocolor173.png;Dark Azure
849;290;188;209;204;iPhone 12 Pro;legocolor173.png;Aqua
886;381;83;91;80;iPhone 12 Pro;legocolor173.png;Aqua
923;229;224;191;36;iPhone 12 Pro;legocolor173.png;Yellow
956;296;177;149;52;iPhone 12 Pro;legocolor173.png;Yellow
1005;287;206;191;88;iPhone 12 Pro;legocolor173.png;Bright Light Yellow
1040;332;158;146;88;iPhone 12 Pro;legocolor173.png;Bright Light Yellow
1110;219;155;123;134;iPhone 12 Pro;legocolor173.png;Bright Pink
1152;248;153;115;130;iPhone 12 Pro;legocolor173.png;Bright Pink
247;509;219;215;204;iPhone 12 Pro;legocolor173.png;White
412;589;170;170;146;iPhone 12 Pro;legocolor173.png;White
498;582;202;217;124;iPhone 12 Pro;legocolor173.png;Yellowish Green
547;623;206;222;133;iPhone 12 Pro;legocolor173.png;Yellowish Green
613;683;167;150;107;iPhone 12 Pro;legocolor173.png;Tan
695;713;161;146;105;iPhone 12 Pro;legocolor173.png;Tan
770;767;164;55;52;iPhone 12 Pro;legocolor173.png;Red
804;805;140;103;97;iPhone 12 Pro;legocolor173.png;Red
886;685;71;72;77;iPhone 12 Pro;legocolor173.png;Dark Bluish Grey
981;714;59;61;60;iPhone 12 Pro;legocolor173.png;Dark Bluish Grey
1057;594;9;13;14;iPhone 12 Pro;legocolor173.png;Black
1166;603;80;80;78;iPhone 12 Pro;legocolor173.png;Black
1096;442;144;148;151;iPhone 12 Pro;legocolor173.png;Light Bluish Grey
1237;467;140;140;142;iPhone 12 Pro;legocolor173.png;Light Bluish Grey
534;223;166;68;0;iPhone 12 Pro;legocolor174.png;Orange
620;321;232;131;15;iPhone 12 Pro;legocolor174.png;Orange
683;325;87;140;154;iPhone 12 Pro;legocolor174.png;Medium Azure
800;414;77;135;155;iPhone 12 Pro;legocolor174.png;Medium Azure
829;415;48;106;146;iPhone 12 Pro;legocolor174.png;Dark Azure
843;531;61;105;150;iPhone 12 Pro;legocolor174.png;Dark Azure
944;462;129;160;154;iPhone 12 Pro;legocolor174.png;Aqua
962;570;153;179;170;iPhone 12 Pro;legocolor174.png;Aqua
1094;514;188;167;74;iPhone 12 Pro;legocolor174.png;Yellow
1094;589;189;164;37;iPhone 12 Pro;legocolor174.png;Yellow
1113;603;179;168;88;iPhone 12 Pro;legocolor174.png;Bright Light Yellow
1144;632;169;160;83;iPhone 12 Pro;legocolor174.png;Bright Light Yellow
1323;621;168;132;146;iPhone 12 Pro;legocolor174.png;Bright Pink
1341;691;182;139;158;iPhone 12 Pro;legocolor174.png;Bright Pink
337;267;150;158;135;iPhone 12 Pro;legocolor174.png;White
406;390;184;186;164;iPhone 12 Pro;legocolor174.png;White
420;458;165;183;107;iPhone 12 Pro;legocolor174.png;Yellowish Green
474;471;146;163;93;iPhone 12 Pro;legocolor174.png;Yellowish Green
373;506;157;149;112;iPhone 12 Pro;legocolor174.png;Tan
460;582;137;129;93;iPhone 12 Pro;legocolor174.png;Tan
377;605;127;54;47;iPhone 12 Pro;legocolor174.png;Red
434;681;122;62;61;iPhone 12 Pro;legocolor174.png;Red
609;628;47;49;46;iPhone 12 Pro;legocolor174.png;Dark Bluish Grey
615;735;72;77;73;iPhone 12 Pro;legocolor174.png;Dark Bluish Grey
795;676;9;15;13;iPhone 12 Pro;legocolor174.png;Black
869;797;33;35;34;iPhone 12 Pro;legocolor174.png;Black
981;652;59;65;61;iPhone 12 Pro;legocolor174.png;Light Bluish Grey
1030;800;118;125;118;iPhone 12 Pro;legocolor174.png;Light Bluish Grey
724;138;236;123;17;iPhone 12 Pro;legocolor175.png;Orange
721;296;233;126;20;iPhone 12 Pro;legocolor175.png;Orange
779;348;89;168;201;iPhone 12 Pro;legocolor175.png;Medium Azure
813;513;82;157;186;iPhone 12 Pro;legocolor175.png;Medium Azure
763;515;98;141;183;iPhone 12 Pro;legocolor175.png;Dark Azure
745;659;66;111;142;iPhone 12 Pro;legocolor175.png;Dark Azure
847;683;158;188;186;iPhone 12 Pro;legocolor175.png;Aqua
839;768;162;170;133;iPhone 12 Pro;legocolor175.png;Aqua
965;794;202;170;49;iPhone 12 Pro;legocolor175.png;Yellow
1019;862;187;149;42;iPhone 12 Pro;legocolor175.png;Yellow
904;868;203;188;123;iPhone 12 Pro;legocolor175.png;Bright Light Yellow
948;934;179;152;71;iPhone 12 Pro;legocolor175.png;Bright Light Yellow
1081;1015;211;164;182;iPhone 12 Pro;legocolor175.png;Bright Pink
1112;1101;203;145;159;iPhone 12 Pro;legocolor175.png;Bright Pink
485;98;224;216;195;iPhone 12 Pro;legocolor175.png;White
496;210;230;224;200;iPhone 12 Pro;legocolor175.png;White
431;369;196;211;116;iPhone 12 Pro;legocolor175.png;Yellowish Green
431;427;149;158;79;iPhone 12 Pro;legocolor175.png;Yellowish Green
292;495;178;156;107;iPhone 12 Pro;legocolor175.png;Tan
290;550;147;124;80;iPhone 12 Pro;legocolor175.png;Tan
192;567;152;55;49;iPhone 12 Pro;legocolor175.png;Red
191;639;152;59;52;iPhone 12 Pro;legocolor175.png;Red
285;705;170;165;159;iPhone 12 Pro;legocolor175.png;Dark Bluish Grey
338;785;94;91;84;iPhone 12 Pro;legocolor175.png;Dark Bluish Grey
450;813;58;56;43;iPhone 12 Pro;legocolor175.png;Black
494;896;40;38;26;iPhone 12 Pro;legocolor175.png;Black
647;825;159;155;144;iPhone 12 Pro;legocolor175.png;Light Bluish Grey
690;972;153;150;141;iPhone 12 Pro;legocolor175.png;Light Bluish Grey
334;509;171;53;0;iPhone 12 Pro;legocolor176.png;Orange
487;551;223;126;23;iPhone 12 Pro;legocolor176.png;Orange
552;512;64;122;134;iPhone 12 Pro;legocolor176.png;Medium Azure
742;548;70;125;146;iPhone 12 Pro;legocolor176.png;Medium Azure
788;504;54;137;229;iPhone 12 Pro;legocolor176.png;Dark Azure
835;596;61;90;120;iPhone 12 Pro;legocolor176.png;Dark Azure
870;519;133;156;148;iPhone 12 Pro;legocolor176.png;Aqua
901;579;147;168;159;iPhone 12 Pro;legocolor176.png;Aqua
944;489;169;146;52;iPhone 12 Pro;legocolor176.png;Yellow
981;539;186;156;36;iPhone 12 Pro;legocolor176.png;Yellow
1023;544;168;158;89;iPhone 12 Pro;legocolor176.png;Bright Light Yellow
1059;570;179;167;85;iPhone 12 Pro;legocolor176.png;Bright Light Yellow
1121;474;162;126;140;iPhone 12 Pro;legocolor176.png;Bright Pink
1162;517;178;134;151;iPhone 12 Pro;legocolor176.png;Bright Pink
281;635;146;151;128;iPhone 12 Pro;legocolor176.png;White
431;716;174;174;148;iPhone 12 Pro;legocolor176.png;White
532;746;153;171;89;iPhone 12 Pro;legocolor176.png;Yellowish Green
572;776;156;171;88;iPhone 12 Pro;legocolor176.png;Yellowish Green
641;794;141;132;91;iPhone 12 Pro;legocolor176.png;Tan
716;842;149;136;91;iPhone 12 Pro;legocolor176.png;Tan
779;849;131;62;55;iPhone 12 Pro;legocolor176.png;Red
816;914;102;31;27;iPhone 12 Pro;legocolor176.png;Red
922;824;65;67;64;iPhone 12 Pro;legocolor176.png;Dark Bluish Grey
983;827;72;74;73;iPhone 12 Pro;legocolor176.png;Dark Bluish Grey
1084;711;23;25;24;iPhone 12 Pro;legocolor176.png;Black
1127;768;24;26;25;iPhone 12 Pro;legocolor176.png;Black
1115;619;53;60;53;iPhone 12 Pro;legocolor176.png;Light Bluish Grey
1188;684;102;104;99;iPhone 12 Pro;legocolor176.png;Light Bluish Grey
273;457;209;94;1;iPhone 12 Pro;legocolor177.png;Orange
433;493;242;141;61;iPhone 12 Pro;legocolor177.png;Orange
501;460;88;152;180;iPhone 12 Pro;legocolor177.png;Medium Azure
656;478;88;154;189;iPhone 12 Pro;legocolor177.png;Medium Azure
729;456;62;122;184;iPhone 12 Pro;legocolor177.png;Dark Azure
739;545;71;131;193;iPhone 12 Pro;legocolor177.png;Dark Azure
784;451;176;196;194;iPhone 12 Pro;legocolor177.png;Aqua
804;471;206;237;231;iPhone 12 Pro;legocolor177.png;Aqua
825;419;205;165;43;iPhone 12 Pro;legocolor177.png;Yellow
852;467;218;183;55;iPhone 12 Pro;legocolor177.png;Yellow
890;459;205;179;86;iPhone 12 Pro;legocolor177.png;Bright Light Yellow
924;490;217;200;108;iPhone 12 Pro;legocolor177.png;Bright Light Yellow
974;397;216;160;185;iPhone 12 Pro;legocolor177.png;Bright Pink
997;433;219;165;191;iPhone 12 Pro;legocolor177.png;Bright Pink
285;579;185;178;162;iPhone 12 Pro;legocolor177.png;White
447;663;203;194;179;iPhone 12 Pro;legocolor177.png;White
513;667;171;185;108;iPhone 12 Pro;legocolor177.png;Yellowish Green
550;694;176;190;111;iPhone 12 Pro;legocolor177.png;Yellowish Green
616;714;189;166;114;iPhone 12 Pro;legocolor177.png;Tan
696;767;177;156;113;iPhone 12 Pro;legocolor177.png;Tan
765;758;175;73;68;iPhone 12 Pro;legocolor177.png;Red
791;806;184;57;51;iPhone 12 Pro;legocolor177.png;Red
856;721;122;122;120;iPhone 12 Pro;legocolor177.png;Dark Bluish Grey
927;737;127;127;125;iPhone 12 Pro;legocolor177.png;Dark Bluish Grey
1016;604;75;74;70;iPhone 12 Pro;legocolor177.png;Black
1046;680;92;92;92;iPhone 12 Pro;legocolor177.png;Black
1026;525;147;149;146;iPhone 12 Pro;legocolor177.png;Light Bluish Grey
1065;565;161;161;159;iPhone 12 Pro;legocolor177.png;Light Bluish Grey
165;631;240;127;23;iPhone 12 Pro;legocolor178.png;Orange
320;634;236;138;31;iPhone 12 Pro;legocolor178.png;Orange
375;590;87;145;165;iPhone 12 Pro;legocolor178.png;Medium Azure
540;581;85;133;155;iPhone 12 Pro;legocolor178.png;Medium Azure
609;525;58;109;156;iPhone 12 Pro;legocolor178.png;Dark Azure
618;617;64;114;167;iPhone 12 Pro;legocolor178.png;Dark Azure
650;512;150;173;165;iPhone 12 Pro;legocolor178.png;Aqua
650;543;147;178;170;iPhone 12 Pro;legocolor178.png;Aqua
682;494;183;153;31;iPhone 12 Pro;legocolor178.png;Yellow
688;541;197;168;42;iPhone 12 Pro;legocolor178.png;Yellow
755;524;190;180;95;iPhone 12 Pro;legocolor178.png;Bright Light Yellow
755;546;193;183;98;iPhone 12 Pro;legocolor178.png;Bright Light Yellow
792;452;181;136;157;iPhone 12 Pro;legocolor178.png;Bright Pink
793;493;198;151;171;iPhone 12 Pro;legocolor178.png;Bright Pink
309;721;167;169;147;iPhone 12 Pro;legocolor178.png;White
347;790;188;187;167;iPhone 12 Pro;legocolor178.png;White
464;763;157;168;100;iPhone 12 Pro;legocolor178.png;Yellowish Green
515;796;164;179;98;iPhone 12 Pro;legocolor178.png;Yellowish Green
631;784;153;144;103;iPhone 12 Pro;legocolor178.png;Tan
684;807;161;147;102;iPhone 12 Pro;legocolor178.png;Tan
778;765;135;54;50;iPhone 12 Pro;legocolor178.png;Red
799;826;144;51;44;iPhone 12 Pro;legocolor178.png;Red
850;680;81;83;80;iPhone 12 Pro;legocolor178.png;Dark Bluish Grey
862;752;96;96;96;iPhone 12 Pro;legocolor178.png;Dark Bluish Grey
970;586;16;28;26;iPhone 12 Pro;legocolor178.png;Black
963;665;45;47;46;iPhone 12 Pro;legocolor178.png;Black
952;511;102;113;107;iPhone 12 Pro;legocolor178.png;Light Bluish Grey
942;548;97;108;102;iPhone 12 Pro;legocolor178.png;Light Bluish Grey
989;138;241;147;57;iPhone 12 Pro;legocolor179.png;Orange
986;306;143;79;17;iPhone 12 Pro;legocolor179.png;Orange
1035;285;96;184;230;iPhone 12 Pro;legocolor179.png;Medium Azure
1087;407;49;115;147;iPhone 12 Pro;legocolor179.png;Medium Azure
1028;362;37;116;195;iPhone 12 Pro;legocolor179.png;Dark Azure
1022;482;42;81;120;iPhone 12 Pro;legocolor179.png;Dark Azure
1108;461;214;242;243;iPhone 12 Pro;legocolor179.png;Aqua
1100;562;128;146;132;iPhone 12 Pro;legocolor179.png;Aqua
1234;573;235;207;38;iPhone 12 Pro;legocolor179.png;Yellow
1255;653;155;128;37;iPhone 12 Pro;legocolor179.png;Yellow
1198;656;226;213;108;iPhone 12 Pro;legocolor179.png;Bright Light Yellow
1199;739;165;151;86;iPhone 12 Pro;legocolor179.png;Bright Light Yellow
1371;733;182;126;161;iPhone 12 Pro;legocolor179.png;Bright Pink
1366;853;192;146;183;iPhone 12 Pro;legocolor179.png;Bright Pink
781;100;239;239;231;iPhone 12 Pro;legocolor179.png;White
788;273;115;118;97;iPhone 12 Pro;legocolor179.png;White
732;305;216;236;139;iPhone 12 Pro;legocolor179.png;Yellowish Green
729;361;119;136;66;iPhone 12 Pro;legocolor179.png;Yellowish Green
604;340;109;94;51;iPhone 12 Pro;legocolor179.png;Tan
600;431;127;117;82;iPhone 12 Pro;legocolor179.png;Tan
512;395;186;49;33;iPhone 12 Pro;legocolor179.png;Red
512;471;101;36;30;iPhone 12 Pro;legocolor179.png;Red
622;510;88;93;97;iPhone 12 Pro;legocolor179.png;Dark Bluish Grey
616;607;56;60;59;iPhone 12 Pro;legocolor179.png;Dark Bluish Grey
747;557;21;25;24;iPhone 12 Pro;legocolor179.png;Black
762;670;5;11;11;iPhone 12 Pro;legocolor179.png;Black
929;606;145;150;156;iPhone 12 Pro;legocolor179.png;Light Bluish Grey
928;764;22;34;30;iPhone 12 Pro;legocolor179.png;Light Bluish Grey
773;176;226;120;11;iPhone 12 Pro;legocolor180.png;Orange
750;375;225;125;13;iPhone 12 Pro;legocolor180.png;Orange
785;484;66;143;171;iPhone 12 Pro;legocolor180.png;Medium Azure
792;679;82;157;176;iPhone 12 Pro;legocolor180.png;Medium Azure
741;731;48;119;175;iPhone 12 Pro;legocolor180.png;Dark Azure
730;798;108;132;132;iPhone 12 Pro;legocolor180.png;Dark Azure
807;862;181;205;183;iPhone 12 Pro;legocolor180.png;Aqua
806;924;156;162;116;iPhone 12 Pro;legocolor180.png;Aqua
921;986;218;185;32;iPhone 12 Pro;legocolor180.png;Yellow
912;1035;189;158;65;iPhone 12 Pro;legocolor180.png;Yellow
843;1110;230;210;97;iPhone 12 Pro;legocolor180.png;Bright Light Yellow
840;1148;222;206;95;iPhone 12 Pro;legocolor180.png;Bright Light Yellow
1006;1240;191;135;146;iPhone 12 Pro;legocolor180.png;Bright Pink
990;1305;208;156;169;iPhone 12 Pro;legocolor180.png;Bright Pink
534;118;206;203;172;iPhone 12 Pro;legocolor180.png;White
512;346;217;214;179;iPhone 12 Pro;legocolor180.png;White
451;457;194;211;105;iPhone 12 Pro;legocolor180.png;Yellowish Green
419;492;198;215;111;iPhone 12 Pro;legocolor180.png;Yellowish Green
319;567;188;170;108;iPhone 12 Pro;legocolor180.png;Tan
279;598;186;170;108;iPhone 12 Pro;legocolor180.png;Tan
190;695;178;49;28;iPhone 12 Pro;legocolor180.png;Red
188;745;182;49;32;iPhone 12 Pro;legocolor180.png;Red
275;866;104;105;97;iPhone 12 Pro;legocolor180.png;Dark Bluish Grey
310;970;53;55;44;iPhone 12 Pro;legocolor180.png;Dark Bluish Grey
395;1099;35;37;26;iPhone 12 Pro;legocolor180.png;Black
407;1202;29;30;16;iPhone 12 Pro;legocolor180.png;Black
550;1160;151;152;134;iPhone 12 Pro;legocolor180.png;Light Bluish Grey
596;1318;143;145;124;iPhone 12 Pro;legocolor180.png;Light Bluish Grey
102;812;235;141;28;iPhone 12 Pro;legocolor181.png;Orange
310;812;245;145;67;iPhone 12 Pro;legocolor181.png;Orange
437;715;100;164;192;iPhone 12 Pro;legocolor181.png;Medium Azure
609;679;93;158;190;iPhone 12 Pro;legocolor181.png;Medium Azure
708;591;55;134;213;iPhone 12 Pro;legocolor181.png;Dark Azure
758;709;82;106;132;iPhone 12 Pro;legocolor181.png;Dark Azure
771;575;177;200;194;iPhone 12 Pro;legocolor181.png;Aqua
778;635;179;201;198;iPhone 12 Pro;legocolor181.png;Aqua
777;517;205;171;47;iPhone 12 Pro;legocolor181.png;Yellow
810;544;211;178;39;iPhone 12 Pro;legocolor181.png;Yellow
880;544;194;167;62;iPhone 12 Pro;legocolor181.png;Bright Light Yellow
915;575;218;198;112;iPhone 12 Pro;legocolor181.png;Bright Light Yellow
928;438;207;152;181;iPhone 12 Pro;legocolor181.png;Bright Pink
858;510;223;210;166;iPhone 12 Pro;legocolor181.png;Bright Pink
304;1002;185;179;165;iPhone 12 Pro;legocolor181.png;White
479;1028;204;198;184;iPhone 12 Pro;legocolor181.png;White
583;979;156;160;83;iPhone 12 Pro;legocolor181.png;Yellowish Green
652;1019;175;189;114;iPhone 12 Pro;legocolor181.png;Yellowish Green
814;1000;178;156;106;iPhone 12 Pro;legocolor181.png;Tan
901;1022;178;160;122;iPhone 12 Pro;legocolor181.png;Tan
1015;970;161;71;60;iPhone 12 Pro;legocolor181.png;Red
1056;1043;168;59;52;iPhone 12 Pro;legocolor181.png;Red
1102;822;102;106;107;iPhone 12 Pro;legocolor181.png;Dark Bluish Grey
1153;885;124;124;122;iPhone 12 Pro;legocolor181.png;Dark Bluish Grey
1206;669;95;90;84;iPhone 12 Pro;legocolor181.png;Black
1233;750;50;50;48;iPhone 12 Pro;legocolor181.png;Black
1125;558;190;187;178;iPhone 12 Pro;legocolor181.png;Light Bluish Grey
1198;615;151;153;152;iPhone 12 Pro;legocolor181.png;Light Bluish Grey
1337;417;107;41;7;iPhone 12 Pro;legocolor182.png;Orange
1257;537;215;114;10;iPhone 12 Pro;legocolor182.png;Orange
1162;585;49;106;136;iPhone 12 Pro;legocolor182.png;Medium Azure
1159;717;18;59;61;iPhone 12 Pro;legocolor182.png;Medium Azure
892;548;6;51;80;iPhone 12 Pro;legocolor182.png;Dark Azure
871;577;23;64;96;iPhone 12 Pro;legocolor182.png;Dark Azure
864;666;121;137;126;iPhone 12 Pro;legocolor182.png;Aqua
835;738;135;149;134;iPhone 12 Pro;legocolor182.png;Aqua
875;828;76;66;5;iPhone 12 Pro;legocolor182.png;Yellow
862;900;149;135;74;iPhone 12 Pro;legocolor182.png;Yellow
730;860;127;112;47;iPhone 12 Pro;legocolor182.png;Bright Light Yellow
709;910;156;145;79;iPhone 12 Pro;legocolor182.png;Bright Light Yellow
702;1003;42;29;38;iPhone 12 Pro;legocolor182.png;Bright Pink
661;1073;104;93;99;iPhone 12 Pro;legocolor182.png;Bright Pink
1140;324;103;100;83;iPhone 12 Pro;legocolor182.png;White
1006;425;103;106;85;iPhone 12 Pro;legocolor182.png;White
908;431;141;154;85;iPhone 12 Pro;legocolor182.png;Yellowish Green
882;469;148;163;94;iPhone 12 Pro;legocolor182.png;Yellowish Green
734;381;131;127;82;iPhone 12 Pro;legocolor182.png;Tan
680;419;143;137;101;iPhone 12 Pro;legocolor182.png;Tan
542;344;115;52;43;iPhone 12 Pro;legocolor182.png;Red
538;410;122;57;53;iPhone 12 Pro;legocolor182.png;Red
484;425;32;36;37;iPhone 12 Pro;legocolor182.png;Dark Bluish Grey
483;497;66;68;67;iPhone 12 Pro;legocolor182.png;Dark Bluish Grey
380;502;27;27;27;iPhone 12 Pro;legocolor182.png;Black
320;544;50;50;50;iPhone 12 Pro;legocolor182.png;Black
433;647;98;100;95;iPhone 12 Pro;legocolor182.png;Light Bluish Grey
401;763;88;90;87;iPhone 12 Pro;legocolor182.png;Light Bluish Grey
1164;755;168;71;16;iPhone 12 Pro;legocolor183.png;Orange
904;760;186;101;62;iPhone 12 Pro;legocolor183.png;Orange
726;790;42;114;154;iPhone 12 Pro;legocolor183.png;Medium Azure
522;760;143;189;215;iPhone 12 Pro;legocolor183.png;Medium Azure
635;554;12;97;164;iPhone 12 Pro;legocolor183.png;Dark Azure
613;588;6;99;168;iPhone 12 Pro;legocolor183.png;Dark Azure
511;583;128;168;178;iPhone 12 Pro;legocolor183.png;Aqua
511;627;131;173;185;iPhone 12 Pro;legocolor183.png;Aqua
374;626;155;134;51;iPhone 12 Pro;legocolor183.png;Yellow
352;667;167;151;73;iPhone 12 Pro;legocolor183.png;Yellow
317;584;174;170;123;iPhone 12 Pro;legocolor183.png;Bright Light Yellow
323;604;180;180;126;iPhone 12 Pro;legocolor183.png;Bright Light Yellow
190;588;141;106;148;iPhone 12 Pro;legocolor183.png;Bright Pink
185;628;145;121;173;iPhone 12 Pro;legocolor183.png;Bright Pink
1207;605;154;154;164;iPhone 12 Pro;legocolor183.png;White
1054;555;147;155;168;iPhone 12 Pro;legocolor183.png;White
994;590;134;173;126;iPhone 12 Pro;legocolor183.png;Yellowish Green
978;606;133;175;127;iPhone 12 Pro;legocolor183.png;Yellowish Green
943;501;129;137;116;iPhone 12 Pro;legocolor183.png;Tan
911;511;132;137;117;iPhone 12 Pro;legocolor183.png;Tan
890;425;119;19;27;iPhone 12 Pro;legocolor183.png;Red
877;453;122;32;42;iPhone 12 Pro;legocolor183.png;Red
724;410;48;67;82;iPhone 12 Pro;legocolor183.png;Dark Bluish Grey
723;463;52;69;87;iPhone 12 Pro;legocolor183.png;Dark Bluish Grey
582;388;2;6;18;iPhone 12 Pro;legocolor183.png;Black
582;435;1;5;17;iPhone 12 Pro;legocolor183.png;Black
460;408;99;118;133;iPhone 12 Pro;legocolor183.png;Light Bluish Grey
446;480;107;125;145;iPhone 12 Pro;legocolor183.png;Light Bluish Grey
1128;214;156;64;1;iPhone 12 Pro;legocolor184.png;Orange
1203;358;153;94;50;iPhone 12 Pro;legocolor184.png;Orange
1088;488;5;75;101;iPhone 12 Pro;legocolor184.png;Medium Azure
1166;591;44;106;121;iPhone 12 Pro;legocolor184.png;Medium Azure
929;457;18;75;118;iPhone 12 Pro;legocolor184.png;Dark Azure
929;588;21;76;117;iPhone 12 Pro;legocolor184.png;Dark Azure
1015;637;132;153;138;iPhone 12 Pro;legocolor184.png;Aqua
1010;735;135;152;133;iPhone 12 Pro;legocolor184.png;Aqua
1183;796;164;131;18;iPhone 12 Pro;legocolor184.png;Yellow
1183;875;158;124;16;iPhone 12 Pro;legocolor184.png;Yellow
1014;910;172;156;79;iPhone 12 Pro;legocolor184.png;Bright Light Yellow
1081;978;171;152;75;iPhone 12 Pro;legocolor184.png;Bright Light Yellow
1241;999;212;170;206;iPhone 12 Pro;legocolor184.png;Bright Pink
1241;1169;179;130;159;iPhone 12 Pro;legocolor184.png;Bright Pink
818;177;211;209;194;iPhone 12 Pro;legocolor184.png;White
765;340;218;217;197;iPhone 12 Pro;legocolor184.png;White
672;398;135;152;81;iPhone 12 Pro;legocolor184.png;Yellowish Green
652;461;134;152;76;iPhone 12 Pro;legocolor184.png;Yellowish Green
434;430;167;153;114;iPhone 12 Pro;legocolor184.png;Tan
410;501;126;114;76;iPhone 12 Pro;legocolor184.png;Tan
203;465;111;25;24;iPhone 12 Pro;legocolor184.png;Red
202;543;117;27;26;iPhone 12 Pro;legocolor184.png;Red
288;562;21;27;27;iPhone 12 Pro;legocolor184.png;Dark Bluish Grey
212;674;57;59;58;iPhone 12 Pro;legocolor184.png;Dark Bluish Grey
299;677;65;65;57;iPhone 12 Pro;legocolor184.png;Black
260;910;41;43;40;iPhone 12 Pro;legocolor184.png;Black
504;769;117;122;118;iPhone 12 Pro;legocolor184.png;Light Bluish Grey
506;978;94;99;102;iPhone 12 Pro;legocolor184.png;Light Bluish Grey
323;354;246;122;10;iPhone 12 Pro;legocolor185.png;Orange
452;402;230;119;12;iPhone 12 Pro;legocolor185.png;Orange
529;302;100;174;199;iPhone 12 Pro;legocolor185.png;Medium Azure
651;384;77;170;214;iPhone 12 Pro;legocolor185.png;Medium Azure
683;377;52;136;209;iPhone 12 Pro;legocolor185.png;Dark Azure
715;451;53;131;205;iPhone 12 Pro;legocolor185.png;Dark Azure
765;372;160;200;202;iPhone 12 Pro;legocolor185.png;Aqua
790;439;168;202;201;iPhone 12 Pro;legocolor185.png;Aqua
836;360;198;169;41;iPhone 12 Pro;legocolor185.png;Yellow
859;404;211;173;38;iPhone 12 Pro;legocolor185.png;Yellow
900;415;202;191;109;iPhone 12 Pro;legocolor185.png;Bright Light Yellow
919;430;211;200;108;iPhone 12 Pro;legocolor185.png;Bright Light Yellow
1001;340;204;151;177;iPhone 12 Pro;legocolor185.png;Bright Pink
1024;387;211;153;178;iPhone 12 Pro;legocolor185.png;Bright Pink
269;462;245;221;175;iPhone 12 Pro;legocolor185.png;White
390;546;206;219;212;iPhone 12 Pro;legocolor185.png;White
459;569;175;213;140;iPhone 12 Pro;legocolor185.png;Yellowish Green
485;583;179;217;134;iPhone 12 Pro;legocolor185.png;Yellowish Green
511;617;180;180;144;iPhone 12 Pro;legocolor185.png;Tan
583;653;185;183;142;iPhone 12 Pro;legocolor185.png;Tan
620;672;196;68;55;iPhone 12 Pro;legocolor185.png;Red
653;712;220;72;58;iPhone 12 Pro;legocolor185.png;Red
752;594;117;130;136;iPhone 12 Pro;legocolor185.png;Dark Bluish Grey
801;660;131;141;143;iPhone 12 Pro;legocolor185.png;Dark Bluish Grey
908;552;79;75;72;iPhone 12 Pro;legocolor185.png;Black
954;619;83;80;75;iPhone 12 Pro;legocolor185.png;Black
951;454;172;164;153;iPhone 12 Pro;legocolor185.png;Light Bluish Grey
1002;538;144;150;150;iPhone 12 Pro;legocolor185.png;Light Bluish Grey
603;306;243;118;10;iPhone 12 Pro;legocolor186.png;Orange
671;385;236;138;73;iPhone 12 Pro;legocolor186.png;Orange
714;386;102;188;221;iPhone 12 Pro;legocolor186.png;Medium Azure
794;438;86;180;216;iPhone 12 Pro;legocolor186.png;Medium Azure
819;452;55;143;215;iPhone 12 Pro;legocolor186.png;Dark Azure
831;535;67;138;204;iPhone 12 Pro;legocolor186.png;Dark Azure
910;490;164;208;209;iPhone 12 Pro;legocolor186.png;Aqua
920;560;175;204;199;iPhone 12 Pro;legocolor186.png;Aqua
1021;520;202;174;30;iPhone 12 Pro;legocolor186.png;Yellow
1037;554;211;176;34;iPhone 12 Pro;legocolor186.png;Yellow
1046;590;209;195;106;iPhone 12 Pro;legocolor186.png;Bright Light Yellow
1088;614;251;230;121;iPhone 12 Pro;legocolor186.png;Bright Light Yellow
1198;583;210;155;178;iPhone 12 Pro;legocolor186.png;Bright Pink
1223;637;217;156;174;iPhone 12 Pro;legocolor186.png;Bright Pink
442;361;197;222;218;iPhone 12 Pro;legocolor186.png;White
506;448;223;239;229;iPhone 12 Pro;legocolor186.png;White
516;497;202;234;158;iPhone 12 Pro;legocolor186.png;Yellowish Green
